OID_,Region,GMUvalue,Unit,UnitSub,Major,MinorSpecific,UCU,GeoDetail,sqmiwater,Shape_Length,Shape_Area
543,1,3,03,03Z,X51,3604,03ZX513604,6,16.2656536,41913.396145371087187,42127850.089843750000000
544,1,3,03,03Z,X51,3701,03ZX513701,6,7.7831039,66078.686080787912942,20158147.285531409084797
545,1,3,03,03Z,X51,3702,03ZX513702,6,0.7438756,14338.363490990876016,1926628.818117514718324
546,1,3,03,03Z,X51,3801,03ZX513801,6,3.7859535,32057.148211565359816,9805574.738368747755885
547,1,3,03,03Z,X51,3802,03ZX513802,6,7.7814527,40544.233870904929063,20153869.847656250000000
548,1,3,03,03Z,X51,3803,03ZX513803,6,1.0877560,13499.836736474520876,2817275.301075007300824
549,1,3,03,03Z,X51,3804,03ZX513804,6,13.7078238,82978.323886493890313,35503101.233650051057339
550,1,4,04,04Z,X30,0102,04ZX300102,6,6.7876554,62104.304008324790630,17579946.811625186353922
551,1,4,04,04Z,X30,0103,04ZX300103,6,5.1984744,72049.015138933333219,13463986.992187500000000
552,1,4,04,04Z,X30,0104,04ZX300104,6,1.9023634,31630.728459808411571,4927098.626381514593959
553,1,4,04,04Z,X30,0105,04ZX300105,6,5.5291777,62899.531119712213695,14320504.691406250000000
554,1,4,04,04Z,X30,0106,04ZX300106,6,13.5328732,135759.516119695093948,35049980.378906250000000
555,1,4,04,04Z,X30,0107,04ZX300107,6,1.3020937,11841.661468818610956,3372407.436375767458230
556,1,4,04,04Z,X30,0108,04ZX300108,6,2.5305860,23468.808615491714590,6554187.410561984404922
557,1,4,04,04Z,X30,0201,04ZX300201,6,26.4369392,120239.635936719423626,68471360.102169990539551
558,1,4,04,04Z,X30,0202,04ZX300202,6,30.6704998,153704.733976255753078,79436228.325971901416779
559,1,4,04,04Z,X30,0203,04ZX300203,6,2.3011410,25398.651846085711441,5959928.070323754101992
560,1,4,04,04Z,X30,0204,04ZX300204,6,1.2949104,12034.820098413099913,3353802.493652052246034
561,1,4,04,04Z,X30,0205,04ZX300205,6,1.7354920,15538.274563275112087,4494903.485072093084455
562,1,4,04,04Z,X30,0301,04ZX300301,6,16.0333843,84614.899577995325672,41526275.753906250000000
563,1,4,04,04Z,X30,0302,04ZX300302,6,1.9356061,17843.336892352959694,5013196.886718750000000
564,1,4,04,04Z,X30,0303,04ZX300303,6,2.7757304,36720.107262206794985,7189108.925414337776601
565,1,4,04,04Z,X30,0305,04ZX300305,6,0.1819185,3155.903563713360199,471166.636275089986157
566,1,4,04,04Z,X30,0306,04ZX300306,6,2.6770515,21231.491412368035526,6933531.514531232416630
567,1,4,04,04Z,X30,0308,04ZX300308,6,12.3637152,82931.245664036003291,32021875.390625000000000
568,1,4,04,04Z,X31,0401,04ZX310401,6,51.9429169,95804.874543024794548,134531536.433593750000000
569,1,4,04,04Z,X31,0402,04ZX310402,6,1.7415632,12987.499296517189578,4510627.878906250000000
570,1,4,04,04Z,X31,0403,04ZX310403,6,1.6936541,36026.176142986987543,4386543.753906250000000
571,1,4,04,04Z,X31,0404,04ZX310404,6,4.7641711,30665.291904324301868,12339146.460937500000000
572,1,4,04,04Z,X31,0405,04ZX310405,6,17.0897579,40777.470079238788458,44262272.078125000000000
573,1,4,04,04Z,X31,0406,04ZX310406,6,14.8009758,49145.535159861843567,38334351.613281250000000
574,1,4,04,04Z,X31,0501,04ZX310501,6,135.0894623,183634.688920292974217,349880092.289062500000000
575,1,4,04,04Z,X32,0601,04ZX320601,6,152.0366974,398967.210506248462480,393773238.992187500000000
576,1,4,04,04Z,X32,0602,04ZX320602,6,1.6789157,25392.920501462740503,4348371.902343750000000
577,1,4,04,04Z,X32,0603,04ZX320603,6,0.0353192,2323.825348541891344,91476.199218750000000
578,1,4,04,04Z,X32,0701,04ZX320701,6,64.1989746,319891.190386100031901,166274573.363281250000000
579,1,4,04,04Z,X32,0702,04ZX320702,6,29.5971909,121901.952010241642711,76656370.183593750000000
580,1,4,04,04Z,X33,0801,04ZX330801,6,17.7440472,33113.310700467489369,45956869.785156250000000
581,1,4,04,04Z,X33,0802,04ZX330802,6,1.8396152,16620.530766649368161,4764581.636718750000000
582,1,4,04,04Z,X33,0803,04ZX330803,6,20.9659748,32396.891777236862254,54301623.554687500000000
583,1,4,04,04Z,X33,0804,04ZX330804,6,38.8788528,48790.981484463001834,100695765.347656250000000
584,1,4,04,04Z,X33,0805,04ZX330805,6,6.6374364,38310.412961256457493,17190881.035156250000000
585,1,4,04,04Z,X33,0807,04ZX330807,6,26.6846447,81635.752112748712534,69112910.906250000000000
586,1,4,04,04Z,X33,0901,04ZX330901,6,8.4828434,24704.412957523381920,21970464.031250000000000
587,1,4,04,04Z,X33,0902,04ZX330902,6,9.1712379,37904.259687857338577,23753396.382812500000000
588,1,4,04,04Z,X33,0903,04ZX330903,6,2.8705068,21006.259049148538907,7434578.636718750000000
589,1,4,04,04Z,X33,0904,04ZX330904,6,1.3171153,14002.260335510014556,3411313.113281250000000
590,1,4,04,04Z,X33,1003,04ZX331003,6,0.9560658,11485.385049736809378,2476199.144531250000000
591,1,4,04,04Z,X33,1004,04ZX331004,6,4.2365804,38566.116301561654836,10972692.367187500000000
592,1,4,04,04Z,X33,1005,04ZX331005,6,22.6451740,85446.067896396372817,58650733.886718750000000
593,1,4,04,04Z,X33,1006,04ZX331006,6,3.3021345,20707.598330980701576,8552489.210937500000000
594,1,4,04,04Z,X33,1007,04ZX331007,6,4.7784934,30782.407121552481840,12376241.484375000000000
595,1,4,04,04Z,X33,1103,04ZX331103,6,6.1200256,31055.997548100625863,15850793.699406249448657
596,1,4,04,04Z,X33,1104,04ZX331104,6,6.9707413,59442.780394170666113,18054136.960937500000000
597,1,4,04,04Z,X33,1105,04ZX331105,6,0.7815297,7637.283654209176348,2024152.476562500000000
598,1,4,04,04Z,X33,1106,04ZX331106,6,3.0844944,32161.204651829153590,7988803.601562500000000
599,1,4,04,04Z,X33,1201,04ZX331201,6,1.8999567,25489.433697780066723,4920865.260562532581389
600,1,4,04,04Z,X33,1202,04ZX331202,6,11.8870707,42048.023227837744344,30787371.825020395219326
601,1,4,04,04Z,X33,1203,04ZX331203,6,9.3969049,28336.589796868527628,24337872.823277220129967
602,1,4,04,04Z,X33,1301,04ZX331301,6,4.6557918,16916.249954775226797,12058445.832301570102572
603,1,4,04,04Z,X33,1302,04ZX331302,6,9.5295506,36346.439352483379480,24681421.699368745088577
604,1,4,04,04Z,X33,1303,04ZX331303,6,8.0374823,39082.100702220064704,20816983.425781250000000
605,1,4,04,04Z,X33,1304,04ZX331304,6,7.9450169,32174.172607073473046,20577498.617187500000000
606,1,4,04,04Z,X33,1401,04ZX331401,6,8.7215223,49376.341298451094190,22588639.508534181863070
607,1,4,04,04Z,X33,1501,04ZX331501,6,75.4411850,144717.639303688425571,195391764.523437500000000
608,1,4,04,04Z,X33,1502,04ZX331502,6,4.7068357,42511.857395262930368,12190648.246093750000000
609,1,4,04,04Z,X33,1503,04ZX331503,6,1.0651737,12393.504912067335681,2758787.468750000000000
610,1,4,04,04Z,X34,1601,04ZX341601,6,81.7256165,238149.293393307074439,211668383.894531250000000
611,1,4,04,04Z,X34,1602,04ZX341602,6,3.4625092,24797.912654719144484,8967857.527343750000000
612,1,4,04,04Z,X34,1603,04ZX341603,6,5.8687134,55175.959047652017034,15199898.187500000000000
613,1,4,04,04Z,X34,1605,04ZX341605,6,3.9873443,44272.658235050934309,10327174.429687500000000
614,1,4,04,04Z,X34,1701,04ZX341701,6,18.0811081,259193.332954806712223,46829854.388671875000000
615,1,4,04,04Z,X34,1703,04ZX341703,6,102.4230576,379480.850449396355543,265274505.232421875000000
616,1,4,04,04Z,X34,1704,04ZX341704,6,1.2523841,20104.001138196199463,3243659.902343750000000
617,1,4,04,04Z,X34,1705,04ZX341705,6,1.0108101,16039.721243807542123,2617986.123046875000000
618,1,4,04,04Z,X34,1706,04ZX341706,6,3.7180316,47372.498552681950969,9629657.742187500000000
619,1,4,04,04Z,X34,1708,04ZX341708,6,12.9692574,73932.211158758524107,33590223.253906250000000
620,1,4,04,04Z,X34,1709,04ZX341709,6,0.9940838,13544.698794795671347,2574665.279296875000000
621,1,4,04,04Z,X34,1710,04ZX341710,6,23.0014420,91456.909929544257466,59573459.507812500000000
622,1,4,04,04Z,X34,1711,04ZX341711,6,0.6455784,13629.725021471680520,1672040.273437500000000
623,1,4,04,04Z,X34,1712,04ZX341712,6,3.3157737,34498.333436260014423,8587814.328125000000000
624,1,4,04,04Z,X34,1801,04ZX341801,6,33.9110947,138982.773641694016987,87829334.751953125000000
625,1,4,04,04Z,X34,1803,04ZX341803,6,4.8354611,49406.737128418826615,12523787.060762502253056
626,1,4,04,04Z,X34,1805,04ZX341805,6,63.9558678,170189.518750998860924,165644936.724609375000000
627,1,4,04,04Z,X34,1806,04ZX341806,6,12.9552813,56329.672506717673969,33554024.004206389188766
628,1,4,04,04Z,X34,1901,04ZX341901,6,0.6598527,11107.453891176430261,1709010.669921875000000
629,1,4,04,04Z,X34,1902,04ZX341902,6,0.5851465,10203.866370270958214,1515522.605468750000000
630,1,4,04,04Z,X34,1903,04ZX341903,6,0.8691124,12033.713858360975792,2250990.935546875000000
631,1,4,04,04Z,X34,1904,04ZX341904,6,1.2400750,17310.054348489677068,3211779.558593750000000
632,1,4,04,04Z,X34,1905,04ZX341905,6,6.4686594,55802.277339368381945,16753750.863509388640523
633,1,4,04,04Z,X34,1906,04ZX341906,6,4.0254483,35842.436728996246529,10425862.966796875000000
634,1,4,04,04Z,X34,2001,04ZX342001,6,20.9933662,70908.268528865228291,54372568.828125000000000
635,1,4,04,04Z,X34,2103,04ZX342103,6,1.1248274,9974.991388962249403,2913289.677734375000000
636,1,4,04,04Z,X34,2104,04ZX342104,6,4.1215630,31315.607211225276842,10674798.843750000000000
637,1,4,04,04Z,X34,2105,04ZX342105,6,4.7131615,30329.119549044738960,12207031.879221871495247
638,1,4,04,04Z,X34,2106,04ZX342106,6,66.8464813,165417.123626848100685,173131598.764906674623489
639,1,4,04,04Z,X35,2304,04ZX352304,6,5.0452757,49701.609618150258029,13067204.285156250000000
640,1,4,04,04Z,X35,2305,04ZX352305,6,4.0776420,16619.804047969595558,10561044.136718750000000
641,1,4,04,04Z,X35,2306,04ZX352306,6,6.2050085,31496.614114826992591,16070898.324218750000000
642,1,4,04,04Z,X35,2401,04ZX352401,6,23.4464836,49490.937892503672629,60726113.779872074723244
643,1,4,04,04Z,X35,2404,04ZX352404,6,2.1487718,25589.405195385395928,5565293.445312500000000
644,1,4,04,04Z,X35,2405,04ZX352405,6,22.0134659,60645.519272567755252,57014614.690952181816101
645,1,4,04,04Z,X35,2504,04ZX352504,6,28.2688446,65219.601743070088560,73215969.128906250000000
646,1,4,04,04Z,X35,2505,04ZX352505,6,0.5508885,5421.855830846659956,1426794.718750000000000
647,1,4,04,04Z,X35,2506,04ZX352506,6,3.2969601,26447.982736612091685,8539087.773437500000000
648,1,4,04,04Z,X35,2508,04ZX352508,6,7.2542844,33218.287230540452583,18788510.519531250000000
649,1,4,04,04Z,X35,2509,04ZX352509,6,12.9478807,38225.188744964223588,33534857.058593750000000
650,1,4,04,04Z,X35,2601,04ZX352601,6,11.3579521,47180.795787952585670,29416960.871093750000000
651,1,4,04,04Z,X35,2602,04ZX352602,6,10.2738237,27310.574211248833308,26609082.003906250000000
652,1,4,04,04Z,X35,2603,04ZX352603,6,11.0526667,34132.805807179705880,28626275.832031250000000
653,1,4,04,04Z,X35,2604,04ZX352604,6,4.1429892,19091.400190503831254,10730293.125000000000000
654,1,4,04,04Z,X35,2605,04ZX352605,6,5.5696654,36565.573545091057895,14425366.847656250000000
655,1,4,04,04Z,X35,5101,04ZX355101,6,25.6799316,40738.621706810467003,66510716.683593750000000
656,1,4,04,04Z,X35,5102,04ZX355102,6,26.3434944,53043.522748921823222,68229335.157960653305054
657,1,4,04,04Z,X35,5103,04ZX355103,6,12.2588701,27836.437366547845158,31750326.921875000000000
658,1,4,04,04Z,X35,5104,04ZX355104,6,25.6710606,36006.767705442216538,66487740.214353449642658
659,1,4,04,04Z,X35,5105,04ZX355105,6,3.8641286,27079.211289512284566,10008046.864520819857717
660,1,4,04,04Z,X36,2701,04ZX362701,6,19.0818539,30261.274712008653296,49421776.054687500000000
661,1,4,04,04Z,X36,2702,04ZX362702,6,11.6735334,40877.696951414807700,30234313.097656250000000
662,1,4,04,04Z,X36,2703,04ZX362703,6,5.3206534,20462.691463935720094,13780428.816406250000000
663,1,4,04,04Z,X36,2801,04ZX362801,6,4.6063175,17965.591285531882022,11930307.750000000000000
664,1,4,04,04Z,X36,2901,04ZX362901,6,3.5134714,12972.529592487404443,9099849.253906250000000
665,1,4,04,04Z,X36,2902,04ZX362902,6,1.9643329,17341.128684994811920,5087598.906250000000000
666,1,4,04,04Z,X36,2903,04ZX362903,6,4.4267697,28138.760838563626749,11465280.367187500000000
667,1,4,04,04Z,X36,2904,04ZX362904,6,3.8339014,23058.355574050339783,9929758.964843750000000
668,1,4,04,04Z,X36,2905,04ZX362905,6,4.8917007,19929.264116140464466,12669446.601562500000000
669,1,4,04,04Z,X36,2906,04ZX362906,6,6.2432508,41630.554313239292242,16169945.527343750000000
670,1,4,04,04Z,X36,2907,04ZX362907,6,4.4616117,30877.154701339874009,11555521.496093750000000
671,1,4,04,04Z,X36,3003,04ZX363003,6,2.2392299,16388.031880246104265,5799578.777343750000000
672,1,4,04,04Z,X36,3004,04ZX363004,6,3.5191989,29421.458712052488409,9114683.414062500000000
673,1,4,04,04Z,X36,3005,04ZX363005,6,1.1669159,8428.060649673065200,3022298.402343750000000
674,1,4,04,04Z,X36,3006,04ZX363006,6,2.6919622,19437.373548312800267,6972149.992187500000000
675,1,4,04,04Z,X37,3101,04ZX373101,6,20.9874039,86876.781075274135219,54357127.765625000000000
676,1,4,04,04Z,X37,3102,04ZX373102,6,2.5238173,23752.457458057469921,6536656.851562500000000
677,1,4,04,04Z,X37,3103,04ZX373103,6,4.6125598,30923.153747318297974,11946474.796875000000000
678,1,4,04,04Z,X37,3104,04ZX373104,6,15.2991610,40980.674043679966417,39624643.750000000000000
679,1,4,04,04Z,X37,3105,04ZX373105,6,15.8635435,56099.937965260694909,41086390.152343750000000
680,1,4,04,04Z,X37,3201,04ZX373201,6,11.8748198,37853.275959099330066,30755641.328125000000000
681,1,4,04,04Z,X37,3202,04ZX373202,6,14.3378410,30994.826934078730119,37134837.769531250000000
682,1,4,04,04Z,X37,3203,04ZX373203,6,29.8410606,56397.600173684244510,77287991.378906250000000
683,1,4,04,04Z,X37,3301,04ZX373301,6,24.3811684,55454.144288801471703,63146936.660156250000000
684,1,4,04,04Z,X37,3302,04ZX373302,6,17.1067181,31191.268018950668193,44306193.953125000000000
685,1,4,04,04Z,X37,3303,04ZX373303,6,17.4561176,41313.056569599815703,45211136.699218750000000
686,1,4,04,04Z,X37,3304,04ZX373304,6,78.5123367,106972.016290676416247,203346016.976068347692490
687,1,4,04,04Z,X37,3305,04ZX373305,6,3.1715612,30184.245061865192838,8214306.152343750000000
688,1,4,04,04Z,X37,3306,04ZX373306,6,27.9339104,137963.878155111509841,72348495.027343750000000
689,1,4,04,04Z,X37,3307,04ZX373307,6,4.6015277,45081.888720346330956,11917902.445312500000000
690,1,4,04,04Z,X37,3308,04ZX373308,6,49.2142143,143213.330479055148317,127464231.382812500000000
691,1,4,04,04Z,X37,3401,04ZX373401,6,15.7106400,50331.635092701966641,40690370.160156250000000
692,1,4,04,04Z,X37,3402,04ZX373402,6,12.0504150,45553.842993981568725,31210431.550781250000000
693,1,4,04,04Z,X37,3403,04ZX373403,6,22.6551151,108940.287160303036217,58676479.210937500000000
694,1,4,04,04Z,X37,3404,04ZX373404,6,25.0762062,75418.749496029777220,64947076.277343750000000
695,1,4,04,04Z,X37,3405,04ZX373405,6,119.0833435,173718.961747672146885,308424440.222656250000000
696,1,4,04,04Z,X37,3406,04ZX373406,6,36.9061966,59840.431310134001251,95586608.582031250000000
697,1,4,04,04Z,X37,3407,04ZX373407,6,8.3583479,44902.957306824115221,21648021.847656250000000
698,1,4,04,04Z,X37,3408,04ZX373408,6,36.7655907,57352.707148287554446,95222445.152343750000000
699,1,4,04,04Z,X37,3409,04ZX373409,6,24.9337807,40932.132376109388133,64578193.492187500000000
700,1,4,04,04Z,X37,3410,04ZX373410,6,1.8068165,20541.938039984295756,4679633.277343750000000
701,1,4,04,04Z,X38,3501,04ZX383501,6,31.5951157,84553.068069615474087,81830974.755607396364212
702,1,4,04,04Z,X38,3502,04ZX383502,6,19.7891445,45181.735647023524507,51253650.546875000000000
703,1,4,04,04Z,X38,3503,04ZX383503,6,8.1833057,25785.915108612327458,21194663.660739090293646
704,1,4,04,04Z,X38,3601,04ZX383601,6,38.7630806,41656.813459134980803,100395922.546875000000000
705,1,4,04,04Z,X38,3602,04ZX383602,6,0.2392552,4621.903649796628088,619668.007812500000000
706,1,4,04,04Z,X38,3603,04ZX383603,6,16.5261307,44469.091381728256238,42802481.488008648157120
707,1,4,04,04Z,X38,3606,04ZX383606,6,9.5505571,31414.350259606282634,24735828.437685169279575
708,1,4,04,04Z,X38,3701,04ZX383701,6,0.1736697,2849.884953983164905,449802.421875000000000
709,1,4,04,04Z,X38,3702,04ZX383702,6,2.4727423,18388.797327364594821,6404373.500000000000000
710,1,4,04,04Z,X39,3801,04ZX393801,6,46.2287712,67698.066965208723559,119731971.950609311461449
711,1,4,04,04Z,X39,3802,04ZX393802,6,45.6658401,169674.761072502646130,118273983.292683959007263
712,1,4,04,04Z,X39,3901,04ZX393901,6,34.4698524,59459.486543912644265,89276510.722737222909927
713,1,4,04,04Z,X39,3902,04ZX393902,6,78.5565872,94328.789419236927642,203460625.548352748155594
714,1,4,04,04Z,X39,3903,04ZX393903,6,64.3589554,173634.870081521250540,166688931.414062500000000
715,1,4,04,04Z,X39,3904,04ZX393904,6,30.8019371,52339.587716345158697,79776648.589843750000000
716,1,4,04,04Z,X39,4001,04ZX394001,6,35.3352966,76684.721878176263999,91517995.046875000000000
717,1,4,04,04Z,X39,4002,04ZX394002,6,27.0533237,51895.933661554423452,70067787.914062500000000
718,1,4,04,04Z,X39,4003,04ZX394003,6,51.1943398,55624.160095027138595,132592731.710937500000000
719,1,4,04,04Z,X39,4004,04ZX394004,6,53.5003204,77607.776524894929025,138565190.082031250000000
720,1,4,04,04Z,X40,4101,04ZX404101,6,19.8786793,38740.149501522166247,51485542.011718750000000
721,1,4,04,04Z,X40,4102,04ZX404102,6,11.4720230,32760.132414329709718,29712404.183593750000000
722,1,4,04,04Z,X40,4103,04ZX404103,6,15.7292356,27891.290922335381765,40738534.164062500000000
723,1,4,04,04Z,X40,4104,04ZX404104,6,18.8549728,44232.674248701565375,48834157.238281250000000
724,1,4,04,04Z,X40,4201,04ZX404201,6,29.6817799,79688.603589074147749,76875458.481821849942207
725,1,4,04,04Z,X40,4202,04ZX404202,6,19.1637936,147159.294478228024673,49633997.164062500000000
726,1,4,04,04Z,X40,4203,04ZX404203,6,1.8140471,28553.936196439659398,4698360.343750000000000
727,1,4,04,04Z,X40,4401,04ZX404401,6,8.6723614,21285.179940671034274,22461311.718750000000000
728,1,4,04,04Z,X40,4402,04ZX404402,6,19.8209095,30227.250847645125759,51335921.351562500000000
729,1,4,04,04Z,X40,4403,04ZX404403,6,3.9077864,15622.295029841092401,10121120.441406250000000
730,1,4,04,04Z,X40,4404,04ZX404404,6,32.6801262,54276.072838894833694,84641139.632812500000000
731,1,4,04,04Z,X40,5401,04ZX405401,6,5.9745755,17422.683065396609891,15474079.164062500000000
732,1,4,04,04Z,X40,5402,04ZX405402,6,21.9903412,35447.753357797941135,56954723.117187500000000
733,1,4,04,04Z,X40,5403,04ZX405403,6,19.5876408,32284.726620382549299,50731758.375000000000000
734,1,4,04,04Z,X40,5404,04ZX405404,6,6.8722124,20529.292736258947116,17798949.046875000000000
735,1,4,04,04Z,X40,5501,04ZX405501,6,32.1369705,63694.556103332157363,83234374.730468750000000
736,1,4,04,04Z,X40,5502,04ZX405502,6,50.9343948,104419.582746705811587,131919475.468750000000000
737,1,4,04,04Z,X41,4501,04ZX414501,6,2.8295851,17485.954669011214719,7328591.429687500000000
738,1,4,04,04Z,X41,4502,04ZX414502,6,5.1508899,21623.528258414833545,13340743.382812500000000
739,1,4,04,04Z,X41,4503,04ZX414503,6,12.3531208,33765.623455810295127,31994435.800781250000000
740,1,4,04,04Z,X41,4504,04ZX414504,6,4.6472225,31163.634973739666748,12036251.300781250000000
741,1,4,04,04Z,X41,4505,04ZX414505,6,18.7339230,93540.602277595011401,48520637.585937500000000
742,1,4,04,04Z,X41,4601,04ZX414601,6,6.3514781,28764.359734966794349,16450252.968750000000000
743,1,4,04,04Z,X41,4602,04ZX414602,6,7.2408347,40024.572094450355507,18753675.500000000000000
744,1,4,04,04Z,X41,4603,04ZX414603,6,7.1322775,52221.306033164270048,18472514.367187500000000
745,1,4,04,04Z,X41,4701,04ZX414701,6,5.4715676,29833.416918246850400,14171295.234375000000000
746,1,4,04,04Z,X41,4702,04ZX414702,6,12.1035242,70477.367676475812914,31347983.820312500000000
747,1,4,04,04Z,X41,4803,04ZX414803,6,14.1466703,72546.500902902465896,36639708.722656250000000
748,1,4,04,04Z,X41,4804,04ZX414804,6,21.8891792,61610.638325566193089,56692714.992187500000000
749,1,4,04,04Z,X41,4805,04ZX414805,6,72.1000824,104314.129515427004662,186738346.346199810504913
750,1,4,04,04Z,X41,4901,04ZX414901,6,21.8802738,51075.286602594023861,56669649.593825101852417
751,1,4,04,04Z,X41,4902,04ZX414902,6,60.8838501,80808.998363912949571,157688442.923290252685547
752,1,4,04,04Z,X41,5001,04ZX415001,6,9.8910179,24736.079088601847616,25617617.572880532592535
753,1,4,04,04Z,X41,5002,04ZX415002,6,9.5046530,34625.930947322362044,24616938.628447577357292
754,1,4,04,04Z,X41,5003,04ZX415003,6,17.9942989,50826.771260249006446,46605022.557296574115753
755,1,4,04,04Z,X41,5004,04ZX415003,6,7.4260688,29067.562610059747385,19233429.345550462603569
756,1,4,04,04Z,X42,2201,04ZX422201,6,6.4452066,27434.264366761257406,16693008.183593750000000
757,1,4,04,04Z,X42,2202,04ZX422202,6,3.8282156,24654.166730164619366,9915032.714843750000000
758,1,4,04,04Z,X42,2203,04ZX422203,6,5.0908446,31436.175641070585698,13185226.804687500000000
759,1,4,04,04Z,X42,2204,04ZX422204,6,7.8337998,19536.450256035281200,20289449.050781250000000
760,1,4,04,04Z,X42,2205,04ZX422205,6,29.9726543,46822.696327879573801,77628820.593750000000000
761,1,4,04,04Z,X42,2206,04ZX422206,6,3.7077646,15987.754604322903106,9603066.406250000000000
762,1,4,04,04Z,X42,5201,04ZX425201,6,32.3465652,59343.722498459086637,83777219.836623236536980
763,1,4,04,04Z,X42,5202,04ZX425202,6,4.1805515,17184.391757100376708,10827578.871093750000000
764,1,4,04,04Z,X42,5203,04ZX425203,6,6.8634434,18839.073917270550737,17776236.679687500000000
765,1,4,04,04Z,X42,5204,04ZX425204,6,41.0620041,51177.539691592777672,106350098.416853681206703
766,1,4,04,04Z,X42,5301,04ZX425301,6,9.8577042,64979.603782031452283,25531336.500000000000000
767,1,4,04,04Z,X42,5302,04ZX425302,6,5.6822314,43361.174107019760413,14716911.785156250000000
768,1,4,04,04Z,X42,5601,04ZX425601,6,62.6618156,85920.656203798265778,162293359.253434807062149
769,1,4,04,04Z,X42,5602,04ZX425602,6,77.8948822,112892.412561020886642,201746812.419763535261154
770,1,5,05,05A,X21,0101,05AX210101,6,61.6984177,69793.353022555922507,159798169.243631452322006
771,1,5,05,05A,X21,0201,05AX210201,6,29.0248489,123116.802445287044975,75174014.378906250000000
772,1,5,05,05A,X21,0202,05AX210202,6,41.9015694,69647.983202815565164,108524562.537047818303108
773,1,5,05,05A,X45,0301,05AX450301,6,47.1803703,106350.530132985120872,122196595.703125000000000
774,1,5,05,05A,X45,0305,05AX450305,6,30.5527058,40080.248800737310376,79131145.781250000000000
775,1,5,05,05A,X45,0306,05AX450306,6,20.7460976,47701.361879499760107,53732147.550781250000000
776,1,5,05,05A,X45,0307,05AX450307,6,28.5672169,161693.467652910185279,73988754.417968750000000
777,1,5,05,05A,X45,0401,05AX450401,6,90.5184555,163027.278244714951143,234441731.207031250000000
778,1,5,05,05A,X45,0402,05AX450402,6,26.8538036,53477.052449379763857,69551031.394531250000000
779,1,5,05,05A,X45,0501,05AX450501,6,16.7161236,46993.492990878352430,43294561.453125000000000
780,1,5,05,05A,X45,0502,05AX450502,6,6.4598260,34615.384670799336163,16730872.941406250000000
781,1,5,05,05A,X45,0503,05AX450503,6,11.3267002,60789.645108315940888,29336018.988281250000000
782,1,5,05,05A,X45,0504,05AX450504,6,0.7210413,7908.170235412800139,1867488.382812500000000
783,1,5,05,05A,X45,0505,05AX450505,6,9.4857349,39717.553458216767467,24567941.027343750000000
784,1,5,05,05A,X45,0506,05AX450506,6,12.6698303,54162.921838199341437,32814709.618734281510115
785,1,5,05,05A,X45,0601,05AX450601,6,33.1148338,61048.615358404967992,85767030.644531250000000
786,1,5,05,05A,X45,0602,05AX450602,6,13.9194803,42504.839492054183211,36051288.628906250000000
787,1,5,05,05A,X45,0802,05AX450802,6,37.7686348,146875.375721472810255,97820314.597656250000000
788,1,5,05,05A,X45,0804,05AX450804,6,5.8874846,21954.625369258330466,15248514.925781250000000
789,1,5,05,05A,X45,0806,05AX450806,6,11.6863527,48914.217662740469677,30267515.613281250000000
790,1,5,05,05A,X45,0807,05AX450807,6,110.4748917,151627.117247689166106,286128665.254618704319000
791,1,5,05,05A,X46,0701,05AX460701,6,17.5003853,86414.080994979871321,45325787.753906250000000
792,1,5,05,05B,X47,0101,05BX470101,6,5.0486069,17773.330249011385604,13075832.014864467084408
793,1,5,05,05B,X47,0102,05BX470102,6,0.9771538,7269.740064393049579,2530816.683093840256333
794,1,5,05,05B,X47,0103,05BX470103,6,4.1805682,18282.716711013537861,10827621.409683195874095
795,1,5,05,05B,X47,0201,05BX470201,6,71.3047409,82591.248155229579424,184678438.709998488426208
796,1,5,05,05B,X47,0202,05BX470202,6,129.9296875,77829.697684716724325,336516340.633792936801910
797,1,5,05,05B,X47,0301,05BX470301,6,30.5776939,40615.718366888264427,79195865.663984179496765
798,1,5,05,05B,X47,0302,05BX470302,6,26.4224892,35243.877840135668521,68433934.554687500000000
799,1,5,05,05B,X47,0303,05BX470303,6,25.0907936,33565.104684106139757,64984855.003906250000000
800,1,5,05,05B,X47,0304,05BX470304,6,9.4789572,21261.551043766838120,24550387.199218750000000
801,1,5,05,05B,X47,0401,05BX470401,6,6.8026605,34840.552865519028273,17618810.332031250000000
802,1,5,05,05B,X47,0403,05BX470403,6,3.9447539,21932.108138729628990,10216865.597656250000000
803,1,5,05,05B,X47,0404,05BX470404,6,7.8397589,22449.378200951163308,20304881.746093750000000
804,1,5,05,05B,X48,0501,05BX480501,6,26.0932674,35948.752422355093586,67581250.890625000000000
805,1,5,05,05B,X48,0502,05BX480502,6,84.9084244,115302.147741343913367,219911810.441406250000000
806,1,5,05,05B,X48,0503,05BX480503,6,11.8552694,45258.116755222661595,30705006.351562500000000
807,2,6,06,06A,U00,0201,06AU000201,6,16.0162449,26275.874178833411861,41481885.785410150885582
808,2,6,06,06A,U00,0202,06AU000202,6,36.5038834,42368.590823453152552,94544625.388157516717911
809,2,6,06,06A,U00,0203,06AU000203,6,8.4595213,19379.453504848323064,21910059.608440447598696
810,2,6,06,06A,U00,0301,06AU000301,6,85.5659561,79958.614823550975416,221614811.597737073898315
811,2,6,06,06A,U00,0303,06AU000303,6,99.9551086,87320.706168671269552,258882537.797565579414368
