OID_,Region,GMUvalue,Unit,UnitSub,Major,MinorSpecific,UCU,GeoDetail,sqmiwater,Shape_Length,Shape_Area
275,1,1,01,01D,X44,0804,01DX440804,6,1.0534178,13178.307319638541230,2728339.687500000000000
276,1,2,02,02Z,X09,0101,02ZX090101,6,8.8944654,28000.186216946472996,23036560.054687500000000
277,1,2,02,02Z,X09,0102,02ZX090102,6,45.4157333,97821.757154500402976,117626208.152343750000000
278,1,2,02,02Z,X09,0103,02ZX090103,6,14.3630457,31385.605052171096759,37200117.273437500000000
279,1,2,02,02Z,X09,0104,02ZX090104,6,12.3733864,43561.886837397098134,32046923.609375000000000
280,1,2,02,02Z,X09,0105,02ZX090105,6,6.8019481,47913.744967700054985,17616964.027343750000000
281,1,2,02,02Z,X09,0201,02ZX090201,6,101.2358856,220697.292704005696578,262199743.203125000000000
282,1,2,02,02Z,X09,0202,02ZX090202,6,113.1646805,199876.311434801697033,293095175.128906250000000
283,1,2,02,02Z,X09,0203,02ZX090203,6,22.5132961,121078.032596371573163,58309171.496093750000000
284,1,2,02,02Z,X09,0204,02ZX090204,6,20.1411629,66351.854399009927874,52165374.300781250000000
285,1,2,02,02Z,X09,0205,02ZX090205,6,8.9684811,47836.677296732930699,23228259.675781250000000
286,1,2,02,02Z,X09,0206,02ZX090206,6,17.3209991,70693.250413126908825,44861182.296875000000000
287,1,2,02,02Z,X09,0207,02ZX090207,6,132.5413818,277920.188119213911705,343280622.179687500000000
288,1,2,02,02Z,X09,0208,02ZX090208,6,26.3444653,56940.631989989298745,68231849.335937500000000
289,1,2,02,02Z,X10,0301,02ZX100301,6,47.3507843,72426.796170047047781,122637964.781250000000000
290,1,2,02,02Z,X10,0302,02ZX100302,6,12.8102264,42423.752724361998844,33178335.003906250000000
291,1,2,02,02Z,X10,0303,02ZX100303,6,20.9507599,70906.881988908935455,54262219.691406250000000
292,1,2,02,02Z,X10,0304,02ZX100304,6,9.0692110,69428.930582134882570,23489148.453125000000000
293,1,2,02,02Z,X10,0305,02ZX100305,6,4.4813437,28707.809738951549662,11606627.628906250000000
294,1,2,02,02Z,X10,0306,02ZX100306,6,12.2715931,45103.848669463186525,31783278.972656250000000
295,1,2,02,02Z,X11,0401,02ZX110401,6,108.6417847,118587.252129139611498,281380927.518199920654297
296,1,2,02,02Z,X11,0402,02ZX110402,6,39.8799400,36884.297511905024294,103288570.824218750000000
297,1,2,02,02Z,X11,0501,02ZX110501,6,4.5280638,30602.362513570787996,11727631.226562500000000
298,1,2,02,02Z,X11,0502,02ZX110502,6,2.5373716,19543.345799265978712,6571762.617187500000000
299,1,2,02,02Z,X11,0503,02ZX110503,6,4.3764434,39351.246857248013839,11334936.167968750000000
300,1,2,02,02Z,X11,0504,02ZX110504,6,7.4803815,36485.230178827296186,19374098.523437500000000
301,1,2,02,02Z,X11,0505,02ZX110505,6,11.1353683,44462.213271594409889,28840471.812500000000000
302,1,2,02,02Z,X11,0506,02ZX110506,6,11.6315165,45903.948325325713085,30125489.078125000000000
303,1,2,02,02Z,X11,0507,02ZX110507,6,13.3285933,35314.823506475331669,34520899.027343750000000
304,1,2,02,02Z,X11,0508,02ZX110508,6,14.7894745,34620.694093128287932,38304563.218750000000000
305,1,2,02,02Z,X11,0510,02ZX110510,6,7.4719143,31994.760273409905494,19352169.167968750000000
306,1,2,02,02Z,X11,0511,02ZX110511,6,14.2601576,40278.025968037603889,36933639.023437500000000
307,1,2,02,02Z,X11,0512,02ZX110512,6,9.1348085,41807.729407436134352,23659045.171875000000000
308,1,2,02,02Z,X11,0513,02ZX110513,6,10.2427940,40180.424761684145778,26528715.417968750000000
309,1,2,02,02Z,X11,0514,02ZX110514,6,11.8175697,47561.305688913140330,30607363.886718750000000
310,1,2,02,02Z,X11,0515,02ZX110515,6,7.1378164,32709.009518570524961,18486859.136718750000000
311,1,2,02,02Z,X11,0516,02ZX110516,6,25.7341003,81421.191819911473431,66651013.480468750000000
312,1,2,02,02Z,X11,0517,02ZX110517,6,12.3210430,37523.580691774193838,31911355.085937500000000
313,1,2,02,02Z,X11,0518,02ZX110518,6,0.9245139,11358.618978743919797,2394479.898437500000000
314,1,2,02,02Z,X11,0519,02ZX110519,6,30.4941978,60978.003298541203549,78979612.132812500000000
315,1,2,02,02Z,X11,0520,02ZX110520,6,1.5024197,14181.976487655847450,3891249.281250000000000
316,1,2,02,02Z,X11,0521,02ZX110521,6,5.1627574,28132.030549998788047,13371480.710937500000000
317,1,2,02,02Z,X11,0522,02ZX110522,6,27.7011185,48997.728782622529252,71745566.531250000000000
318,1,2,02,02Z,X11,0523,02ZX110523,6,15.5957279,39618.017590155955986,40392749.546875000000000
319,1,2,02,02Z,X11,0524,02ZX110524,6,7.6721911,39883.955847809076658,19870883.433593750000000
320,1,2,02,02Z,X11,0525,02ZX110525,6,3.9753172,28686.483791102546093,10296024.660156250000000
321,1,2,02,02Z,X11,0526,02ZX110526,6,4.3672314,32587.315771211233368,11311077.921875000000000
322,1,2,02,02Z,X11,0527,02ZX110527,6,2.0104141,16880.440926899962506,5206948.820312500000000
323,1,2,02,02Z,X11,0528,02ZX110528,6,2.0999219,19021.788130275774165,5438773.152343750000000
324,1,2,02,02Z,X11,0529,02ZX110529,6,4.9458451,26513.941151776034530,12809680.039062500000000
325,1,2,02,02Z,X11,0530,02ZX110530,6,2.0627584,14315.954962473424530,5342519.640625000000000
326,1,2,02,02Z,X11,0531,02ZX110531,6,4.2903957,26592.527031768047891,11112073.800781250000000
327,1,2,02,02Z,X11,0532,02ZX110532,6,5.2554803,19052.507157815856772,13611631.074218750000000
328,1,2,02,02Z,X11,0533,02ZX110533,6,32.7623138,161522.165816780849127,84854003.285156250000000
329,1,2,02,02Z,X11,0601,02ZX110601,6,34.6074142,116635.607188219641102,89632792.796875000000000
330,1,2,02,02Z,X11,0602,02ZX110602,6,46.5126076,199667.367106579855317,120467098.851562500000000
331,1,2,02,02Z,X11,0603,02ZX110603,6,22.1159744,78411.610365486107185,57280111.289062500000000
332,1,2,02,02Z,X11,0701,02ZX110701,6,30.0725994,118462.205410969094373,77887672.671875000000000
333,1,2,02,02Z,X11,0702,02ZX110702,6,19.5603561,69914.807654709031340,50661091.992187500000000
334,1,2,02,02Z,X11,0703,02ZX110703,6,7.4321313,63001.332558374189830,19249131.152343750000000
335,1,2,02,02Z,X11,0704,02ZX110704,6,21.3919487,99689.204052530636545,55404891.609375000000000
336,1,2,02,02Z,X11,0705,02ZX110705,6,16.6831932,58567.062012805588893,43209272.101562500000000
337,1,2,02,02Z,X11,0707,02ZX110707,6,1.7548990,13250.105820313210643,4545167.488281250000000
338,1,2,02,02Z,X11,0709,02ZX110709,6,11.5388651,73480.256198633331223,29885522.757812500000000
339,1,2,02,02Z,X11,0710,02ZX110710,6,32.1799622,158441.251061276823748,83345720.027343750000000
340,1,2,02,02Z,X11,0711,02ZX110711,6,45.2857323,265754.507835318334401,117289510.070312500000000
341,1,2,02,02Z,X11,0712,02ZX110712,6,6.3307624,46694.125833709760627,16396599.554687500000000
342,1,2,02,02Z,X11,0713,02ZX110713,6,8.2664862,78228.116064521498629,21410100.656250000000000
343,1,2,02,02Z,X11,0801,02ZX110801,6,63.9781532,178804.179516767966561,165702660.300781250000000
344,1,2,02,02Z,X11,0802,02ZX110802,6,25.0560837,70712.266119486899697,64894956.902343750000000
345,1,2,02,02Z,X11,0803,02ZX110803,6,13.2378922,103408.507444965813193,34285984.218750000000000
346,1,2,02,02Z,X11,0804,02ZX110804,6,7.1652918,76959.526237725076498,18558020.828125000000000
347,1,2,02,02Z,X11,0805,02ZX110805,6,4.0431333,71566.687562240957050,10471667.101562500000000
348,1,2,02,02Z,X11,0806,02ZX110806,6,29.8581219,168869.785735853976803,77332181.378906250000000
349,1,2,02,02Z,X11,0808,02ZX110808,6,31.4751148,97878.468096150274505,81520174.640625000000000
350,1,2,02,02Z,X12,0901,02ZX120901,6,23.8763199,80632.362893623168929,61839382.957031250000000
351,1,2,02,02Z,X12,0902,02ZX120902,6,11.2878695,46963.588278767238080,29235446.648437500000000
352,1,2,02,02Z,X12,0903,02ZX120903,6,36.2034416,110547.788034525976400,93766478.945312500000000
353,1,2,02,02Z,X12,0904,02ZX120904,6,1.9479305,26952.431120813882444,5045116.687500000000000
354,1,2,02,02Z,X12,0905,02ZX120905,6,6.1512060,42204.236413169397565,15931550.992187500000000
355,1,2,02,02Z,X12,0906,02ZX120906,6,18.3227997,41878.113489867675526,47455831.402343750000000
356,1,2,02,02Z,X12,0907,02ZX120907,6,25.5665092,38784.921850930375513,66216954.058593750000000
357,1,2,02,02Z,X12,0908,02ZX120908,6,18.7946758,72468.126705157017568,48677986.054687500000000
358,1,2,02,02Z,X12,1001,02ZX121001,6,13.0712624,78169.598004663756001,33854413.648437500000000
359,1,2,02,02Z,X12,1002,02ZX121002,6,7.1773448,49890.041871142369928,18589237.445312500000000
360,1,2,02,02Z,X12,1003,02ZX121003,6,24.8822117,74306.349520478746854,64444633.519531250000000
361,1,2,02,02Z,X12,1004,02ZX121004,6,7.0429235,73417.908908582670847,18241087.707031250000000
362,1,2,02,02Z,X12,1005,02ZX121005,6,3.5005066,36004.678749382612295,9066270.691406250000000
363,1,2,02,02Z,X12,1006,02ZX121006,6,5.8858595,59272.853472372109536,15244306.671875000000000
364,1,2,02,02Z,X12,1101,02ZX121101,6,26.5992813,54650.499064884766995,68891824.042968750000000
365,1,2,02,02Z,X12,1102,02ZX121102,6,12.1147337,101945.792597160529112,31377015.105468750000000
366,1,2,02,02Z,X12,1103,02ZX121103,6,6.2627034,54049.325090358310263,16220327.453125000000000
367,1,2,02,02Z,X12,1104,02ZX121104,6,5.5180454,53336.253975225685281,14291672.414062500000000
368,1,2,02,02Z,X12,1105,02ZX121105,6,22.9414902,77619.539656847424340,59418186.839843750000000
369,1,2,02,02Z,X12,1201,02ZX121201,6,5.1649876,45143.678720274627267,13377256.175781250000000
370,1,2,02,02Z,X12,1202,02ZX121202,6,31.7228050,79291.953845801152056,82161686.238281250000000
371,1,2,02,02Z,X12,1203,02ZX121203,6,28.7382240,48119.735347993642790,74431657.304687500000000
372,1,2,02,02Z,X12,1204,02ZX121204,6,16.4921913,63286.293019237258704,42714577.265625000000000
373,1,2,02,02Z,X12,1301,02ZX121301,6,0.7209621,10776.826924579338083,1867283.218750000000000
374,1,2,02,02Z,X12,1302,02ZX121302,6,3.9512732,42292.688043490139535,10233750.824218750000000
375,1,2,02,02Z,X12,1303,02ZX121303,6,6.8367958,49388.248732197331265,17707219.890625000000000
376,1,2,02,02Z,X12,1401,02ZX121401,6,20.4118538,130825.216685624298407,52866456.214843750000000
377,1,2,02,02Z,X12,1402,02ZX121402,6,8.9083586,39691.385204167192569,23072544.000000000000000
378,1,2,02,02Z,X12,1403,02ZX121403,6,5.2792215,64726.830532807594864,13673120.929687500000000
379,1,2,02,02Z,X12,1404,02ZX121404,6,2.2925630,23794.821431094798754,5937711.070312500000000
380,1,2,02,02Z,X12,1405,02ZX121405,6,4.2434597,37383.685058849434427,10990509.800781250000000
381,1,2,02,02Z,X13,1501,02ZX131501,6,28.0526180,48282.182834442995954,72655949.335937500000000
382,1,2,02,02Z,X13,1502,02ZX131502,6,23.8624744,50439.369173375365790,61803527.160156250000000
383,1,2,02,02Z,X13,1503,02ZX131503,6,17.1809902,103706.164502983287093,44498562.757812500000000
384,1,2,02,02Z,X13,1504,02ZX131504,6,3.6741459,28465.072426681377692,9515994.390625000000000
385,1,2,02,02Z,X13,1505,02ZX131505,6,33.3336639,64471.944263082368707,86333796.914062500000000
386,1,2,02,02Z,X13,1506,02ZX131506,6,5.9366674,53762.706990477890940,15375898.167968750000000
387,1,2,02,02Z,X13,1507,02ZX131507,6,16.0264359,35805.059853423517779,41508278.992187500000000
388,1,2,02,02Z,X13,1508,02ZX131508,6,25.9335003,47023.486369065198232,67167457.722656250000000
389,1,2,02,02Z,X13,1509,02ZX131509,6,9.3021994,24422.582256046785915,24092585.785156250000000
390,1,2,02,02Z,X13,1510,02ZX131510,6,10.3691607,46359.593886323600600,26856003.269531250000000
391,1,2,02,02Z,X13,1601,02ZX131601,6,5.0341759,24730.436664820779697,13038456.031250000000000
392,1,2,02,02Z,X13,1701,02ZX131701,6,7.6035733,39511.615181897301227,19693164.113281250000000
393,1,2,02,02Z,X13,1702,02ZX131702,6,0.8057071,15206.762929937709487,2086771.746093750000000
394,1,2,02,02Z,X13,1703,02ZX131703,6,1.4623295,19133.203262016144436,3787416.058593750000000
395,1,2,02,02Z,X13,1704,02ZX131704,6,4.6064854,41237.128818124831014,11930742.460937500000000
396,1,2,02,02Z,X13,1804,02ZX131804,6,14.8223791,145479.621608506189659,38389786.199218750000000
397,1,2,02,02Z,X13,1806,02ZX131806,6,27.9555511,149275.830704986379715,72404544.605468750000000
398,1,2,02,02Z,X13,1807,02ZX131807,6,8.7376251,41079.535256202980236,22630346.011718750000000
399,1,2,02,02Z,X13,2301,02ZX132301,6,4.2584209,57590.158596504857996,11029259.351562500000000
400,1,2,02,02Z,X13,2302,02ZX132302,6,33.9966278,134041.150275786756538,88050858.285156250000000
401,1,2,02,02Z,X13,2303,02ZX132303,6,8.6104422,50905.401788155038957,22300942.484375000000000
402,1,2,02,02Z,X13,3201,02ZX133201,6,28.8750935,124867.364335320060491,74786147.421875000000000
403,1,2,02,02Z,X13,3202,02ZX133202,6,0.3931085,10408.662494597645491,1018146.261718750000000
404,1,2,02,02Z,X13,3203,02ZX133203,6,11.3463917,49120.785834130598232,29387018.652343750000000
405,1,2,02,02Z,X14,2001,02ZX142001,6,11.9696770,52130.413129624612338,31001320.445312500000000
406,1,2,02,02Z,X14,2002,02ZX142002,6,10.3765764,22441.617381873016711,26875210.570312500000000
407,1,2,02,02Z,X14,2003,02ZX142003,6,15.6964941,26688.873171658677165,40653732.109375000000000
408,1,2,02,02Z,X14,2004,02ZX142004,6,9.5151691,30467.069699261679489,24644175.476562500000000
409,1,2,02,02Z,X14,2101,02ZX142101,6,11.9446650,76067.823907736572437,30936539.078125000000000
410,1,2,02,02Z,X14,2102,02ZX142102,6,0.4793385,21922.250060395785113,1241480.953125000000000
411,1,2,02,02Z,X14,2201,02ZX142201,6,5.0575113,78351.185659747847239,13098893.933593750000000
412,1,2,02,02Z,X14,2205,02ZX142205,6,7.1377459,62132.900868829026876,18486677.003906250000000
413,1,2,02,02Z,X14,2206,02ZX142206,6,2.0987942,24843.778163710037916,5435851.855468750000000
414,1,2,02,02Z,X14,2209,02ZX142209,6,4.7283235,33532.978048815042712,12246301.687500000000000
415,1,2,02,02Z,X15,2401,02ZX152401,6,100.9679871,108673.576041076739784,261505891.746093750000000
416,1,2,02,02Z,X15,2501,02ZX152501,6,28.5069981,46748.267597043246496,73832788.417968750000000
417,1,2,02,02Z,X15,2502,02ZX152502,6,41.4956589,98040.403291636641370,107473263.070312500000000
418,1,2,02,02Z,X15,2504,02ZX152504,6,14.6150541,46742.060080829272920,37852816.070312500000000
419,1,2,02,02Z,X15,2601,02ZX152601,6,17.4498310,57684.228499670804013,45194853.628906250000000
420,1,2,02,02Z,X15,2602,02ZX152602,6,1.2779450,16570.311983786730707,3309862.335937500000000
421,1,2,02,02Z,X15,2603,02ZX152603,6,2.5952561,18936.363805848985066,6721682.339843750000000
422,1,2,02,02Z,X15,2604,02ZX152604,6,4.6814160,57149.100578772893641,12124811.328125000000000
423,1,2,02,02Z,X15,2606,02ZX152606,6,30.5756016,115462.888148439713405,79190443.667968750000000
424,1,2,02,02Z,X15,2607,02ZX152607,6,0.8399181,23976.214732209682552,2175377.812500000000000
425,1,2,02,02Z,X15,2608,02ZX152608,6,1.7022902,22958.277997455712466,4408911.382812500000000
426,1,2,02,02Z,X15,2609,02ZX152609,6,3.2564621,25593.352916680672934,8434198.093750000000000
427,1,2,02,02Z,X15,2707,02ZX152707,6,2.6893740,23506.422967161241104,6965446.531250000000000
428,1,2,02,02Z,X15,2708,02ZX152708,6,2.2850199,29539.231906388045900,5918174.140625000000000
429,1,2,02,02Z,X15,2709,02ZX152709,6,0.9653521,28338.852076029637828,2500250.394531250000000
430,1,2,02,02Z,X15,2710,02ZX152710,6,9.7883739,69182.036924421525327,25351770.929687500000000
431,1,2,02,02Z,X15,2801,02ZX152801,6,33.2409210,102447.263289280614117,86093587.273437500000000
432,1,2,02,02Z,X15,2901,02ZX152901,6,30.7633591,68165.081697845758754,79676735.261718750000000
433,1,2,02,02Z,X15,2902,02ZX152902,6,29.4835453,116737.643973856873345,76362030.378906250000000
434,1,2,02,02Z,X15,2903,02ZX152903,6,10.7966356,24599.243850822840614,27963157.992187500000000
435,1,2,02,02Z,X15,2904,02ZX152904,6,13.1436987,29122.142065423846361,34042023.539062500000000
436,1,2,02,02Z,X15,2905,02ZX152905,6,27.2836075,79071.609847844738397,70664221.257812500000000
437,1,2,02,02Z,X15,3001,02ZX153001,6,1.5560739,12210.182333153074069,4030212.851562500000000
438,1,2,02,02Z,X15,3002,02ZX153002,6,6.9536519,45814.663409753004089,18009876.003906250000000
439,1,2,02,02Z,X15,3003,02ZX153003,6,4.0145760,36239.610841456189519,10397703.386718750000000
440,1,2,02,02Z,X15,3004,02ZX153004,6,17.2309208,112674.186772368469974,44627880.332031250000000
441,1,2,02,02Z,X15,3005,02ZX153005,6,2.1411090,20107.993482759713515,5545446.777343750000000
442,1,2,02,02Z,X15,3006,02ZX153006,6,0.0028740,626.389595297505821,7443.628906250000000
443,1,2,02,02Z,X15,3007,02ZX153007,6,0.0023158,446.025332888170567,5997.992187500000000
444,1,2,02,02Z,X15,3101,02ZX153101,6,17.0108738,143680.190951988071902,44057959.945312500000000
445,1,2,02,02Z,X15,3102,02ZX153102,6,7.8458643,61371.725795463920804,20320695.332031250000000
446,1,2,02,02Z,X15,3103,02ZX153103,6,5.0806441,65352.636926523526199,13158807.785156250000000
447,1,2,02,02Z,X15,3104,02ZX153104,6,57.0936089,308197.290473006200045,147871765.050781250000000
448,1,3,03,03Z,X19,0105,03ZX190105,6,4.2053742,45393.928977400893928,10891869.324218750000000
449,1,3,03,03Z,X19,0106,03ZX190106,6,7.6181960,68432.094077224217472,19731037.160156250000000
450,1,3,03,03Z,X19,0107,03ZX190107,6,76.3919754,213113.383927734859753,197854307.898437500000000
451,1,3,03,03Z,X19,0108,03ZX190108,6,8.4607992,34419.047173884056974,21913369.343750000000000
452,1,3,03,03Z,X19,0109,03ZX190109,6,17.5190525,59526.034427772443451,45374135.593750000000000
453,1,3,03,03Z,X19,0110,03ZX190110,6,4.0973306,24123.481322054001794,10612037.917968750000000
454,1,3,03,03Z,X19,0111,03ZX190111,6,6.3332767,32124.770949025714799,16403111.308593750000000
455,1,3,03,03Z,X19,0112,03ZX190112,6,3.9330637,20866.336185726304393,10186588.238281250000000
456,1,3,03,03Z,X19,0201,03ZX190201,6,19.9327812,116248.909093109614332,51625667.229092791676521
457,1,3,03,03Z,X19,0301,03ZX190301,6,11.8014164,104500.785168046364561,30565528.054687500000000
458,1,3,03,03Z,X19,0302,03ZX190302,6,11.1858311,58539.886359507632733,28971168.632812500000000
459,1,3,03,03Z,X19,0303,03ZX190303,6,5.2350588,46176.811941337582539,13558739.804687500000000
460,1,3,03,03Z,X19,0304,03ZX190304,6,1.9957798,25040.946422107565013,5169045.953125000000000
461,1,3,03,03Z,X19,0305,03ZX190305,6,3.1108055,18042.224223177403474,8056949.238338585942984
462,1,3,03,03Z,X19,0306,03ZX190306,6,5.0632429,24411.873638465061958,13113738.578125000000000
463,1,3,03,03Z,X19,0307,03ZX190307,6,22.5226135,65175.252950995716674,58333302.894531250000000
464,1,3,03,03Z,X19,0308,03ZX190308,6,9.1872759,44110.285487535860739,23794935.598131243139505
465,1,3,03,03Z,X19,0401,03ZX190401,6,31.1069603,87941.396020019470598,80566656.523437500000000
466,1,3,03,03Z,X19,0402,03ZX190402,6,6.0974278,16960.393124614794942,15792265.277343750000000
467,1,3,03,03Z,X19,0403,03ZX190403,6,5.9871283,19468.775196089049132,15506590.687500000000000
468,1,3,03,03Z,X19,0404,03ZX190404,6,9.1982746,33521.912711868761107,23823422.542968750000000
469,1,3,03,03Z,X19,0405,03ZX190405,6,7.9448867,35110.675377324485453,20577161.531250000000000
470,1,3,03,03Z,X19,0406,03ZX190406,6,3.1746297,17891.446493611034384,8222252.980468750000000
471,1,3,03,03Z,X19,0407,03ZX190407,6,6.8308048,35571.136460900939710,17691703.652343750000000
472,1,3,03,03Z,X19,0408,03ZX190408,6,14.0787420,47447.305415452690795,36463773.746093750000000
473,1,3,03,03Z,X19,0501,03ZX190501,6,38.9480171,95822.452982598682866,100874905.628906250000000
474,1,3,03,03Z,X19,0502,03ZX190502,6,21.9500942,59168.351286392404290,56850483.074218750000000
475,1,3,03,03Z,X19,0503,03ZX190503,6,23.4832363,58238.629423597907589,60821302.601562500000000
476,1,3,03,03Z,X19,0504,03ZX190504,6,16.6448517,67406.563152183676721,43109966.281250000000000
477,1,3,03,03Z,X19,0601,03ZX190601,6,19.0695629,55465.879625406305422,49389941.175781250000000
478,1,3,03,03Z,X19,0602,03ZX190602,6,14.2845001,69898.053311855343054,36996684.367187500000000
479,1,3,03,03Z,X19,0603,03ZX190603,6,16.8558617,111180.414455577309127,43656480.617187500000000
480,1,3,03,03Z,X19,0604,03ZX190604,6,45.8788681,121920.190239501942415,118825725.085937500000000
481,1,3,03,03Z,X19,1001,03ZX191001,6,73.3868713,146735.007734854676528,190071132.154948711395264
482,1,3,03,03Z,X19,1002,03ZX191002,6,35.9398918,144397.433869192609563,93083895.467058211565018
483,1,3,03,03Z,X19,1003,03ZX191003,6,20.6060772,96359.811598922518897,53369495.570312500000000
484,1,3,03,03Z,X19,1004,03ZX191004,6,25.5982475,86436.340477475561784,66299158.222656250000000
485,1,3,03,03Z,X19,1005,03ZX191005,6,5.8059969,49800.301627363398438,15037463.351562500000000
486,1,3,03,03Z,X19,1006,03ZX191006,6,10.2507620,48286.044495972448203,26549352.612905386835337
487,1,3,03,03Z,X19,1007,03ZX191007,6,3.2630801,33513.964869505769457,8451338.695312500000000
488,1,3,03,03Z,X20,0701,03ZX200701,6,13.2143717,53316.187964774449938,34225064.992187500000000
489,1,3,03,03Z,X20,0702,03ZX200702,6,22.4732399,72022.223941431264393,58205421.957031250000000
490,1,3,03,03Z,X20,0703,03ZX200703,6,6.3300862,44687.722052638084278,16394848.171875000000000
491,1,3,03,03Z,X20,0705,03ZX200705,6,17.6737289,98110.752828251483152,45774746.200609229505062
492,1,3,03,03Z,X20,0706,03ZX200706,6,7.4602160,18890.479831458858825,19321870.839103121310472
493,1,3,03,03Z,X20,0707,03ZX200707,6,14.6437016,25028.206872216007469,37927013.167968750000000
494,1,3,03,03Z,X20,0708,03ZX200708,6,5.0272713,26982.651133066643524,13020572.597837502136827
495,1,3,03,03Z,X20,0801,03ZX200801,6,14.1583624,91172.910985332535347,36669989.714834533631802
496,1,3,03,03Z,X20,0802,03ZX200802,6,3.3899353,35505.958823614302673,8779892.007812500000000
497,1,3,03,03Z,X50,1201,03ZX501201,6,6.3642392,39965.076586776543991,16483303.812500000000000
498,1,3,03,03Z,X50,1202,03ZX501202,6,97.7136612,178419.348679009970510,253077227.007884383201599
499,1,3,03,03Z,X50,1203,03ZX501203,6,29.3532963,88472.090016227200977,76024689.785156250000000
500,1,3,03,03Z,X50,1204,03ZX501204,6,29.2493229,116698.850272733150632,75755399.996093750000000
501,1,3,03,03Z,X50,1205,03ZX501205,6,79.2588882,78787.972553817191510,205279574.402837902307510
502,1,3,03,03Z,X50,1206,03ZX501206,6,31.2140312,90041.800673619305599,80843971.054687500000000
503,1,3,03,03Z,X50,1301,03ZX501301,6,41.5120621,136957.098399137408705,107515742.906250000000000
504,1,3,03,03Z,X50,1302,03ZX501302,6,25.9180508,107136.989727736538043,67127440.898287519812584
505,1,3,03,03Z,X50,1413,03ZX501413,6,28.9879532,93789.558974249564926,75078453.257812500000000
506,1,3,03,03Z,X50,1414,03ZX501414,6,35.8794937,73473.298868521480472,92927464.566406250000000
507,1,3,03,03Z,X50,1415,03ZX501415,6,9.7577553,78646.647644336539088,25272470.828125000000000
508,1,3,03,03Z,X50,1416,03ZX501416,6,18.2734985,50773.470006675539480,47328144.000000000000000
509,1,3,03,03Z,X50,1417,03ZX501417,6,6.7921576,44188.490754642974935,17591608.070312500000000
510,1,3,03,03Z,X50,1501,03ZX501501,6,227.0513916,293033.675879339454696,588060404.873682737350464
511,1,3,03,03Z,X50,1601,03ZX501601,6,39.0339241,71828.853501024947036,101097402.964843750000000
512,1,3,03,03Z,X50,1602,03ZX501602,6,8.4894152,73727.485714413385722,21987483.648437500000000
513,1,3,03,03Z,X50,1603,03ZX501603,6,24.6322231,170092.370917064894456,63797166.953125000000000
514,1,3,03,03Z,X50,1604,03ZX501604,6,105.5581512,139254.207084262190619,273394359.386718750000000
515,1,3,03,03Z,X50,1701,03ZX501701,6,52.0635223,114452.626307801139774,134843907.843750000000000
516,1,3,03,03Z,X50,1702,03ZX501702,6,87.2663422,121492.906906377480482,226018788.101584404706955
517,1,3,03,03Z,X50,1703,03ZX501703,6,66.8325043,107311.435368592661689,173095394.707031250000000
518,1,3,03,03Z,X50,1704,03ZX501704,6,18.9087772,85735.219390265629045,48973508.589843750000000
519,1,3,03,03Z,X50,1705,03ZX501705,6,7.9516711,56394.631598246058275,20594734.062500000000000
520,1,3,03,03Z,X50,1706,03ZX501706,6,16.2823448,57619.875557977866265,42171078.492187500000000
521,1,3,03,03Z,X50,1707,03ZX501707,6,88.5321426,97283.753300580705400,229297198.421875000000000
522,1,3,03,03Z,X50,1708,03ZX501708,6,44.6544189,111003.170591501548188,115654415.046875000000000
523,1,3,03,03Z,X50,1801,03ZX501801,6,13.3497095,67336.855673342201044,34575588.742187500000000
524,1,3,03,03Z,X50,1802,03ZX501802,6,8.8845434,108718.948852042900398,23010862.742187500000000
525,1,3,03,03Z,X50,1803,03ZX501803,6,7.4246459,47108.829698115812789,19229744.449218750000000
526,1,3,03,03Z,X51,3001,03ZX513001,6,22.7365856,92368.171925979666412,58887487.359375000000000
527,1,3,03,03Z,X51,3002,03ZX513002,6,14.0024824,150253.737617902486818,36266262.195312500000000
528,1,3,03,03Z,X51,3101,03ZX513101,6,19.0367413,129422.721561677040881,49304933.406250000000000
529,1,3,03,03Z,X51,3201,03ZX513201,6,96.0033722,179493.561453335452825,248647595.589843750000000
530,1,3,03,03Z,X51,3203,03ZX513203,6,55.1870995,48959.046302026261401,142933932.794718265533447
531,1,3,03,03Z,X51,3301,03ZX513301,6,9.7710743,38474.228568257160077,25306965.013427957892418
532,1,3,03,03Z,X51,3302,03ZX513302,6,21.2578430,99979.475020112600760,55057560.367187500000000
533,1,3,03,03Z,X51,3304,03ZX513304,6,4.5659471,27619.264375666272826,11825747.972656250000000
534,1,3,03,03Z,X51,3401,03ZX513401,6,23.2184391,87639.778552957010106,60135479.144531250000000
535,1,3,03,03Z,X51,3402,03ZX513402,6,20.5552521,50191.808650975173805,53237858.300781250000000
536,1,3,03,03Z,X51,3403,03ZX513403,6,27.5335922,61323.258725377920200,71311678.018056228756905
537,1,3,03,03Z,X51,3404,03ZX513404,6,20.8811951,57780.418585202518443,54082044.714843750000000
538,1,3,03,03Z,X51,3405,03ZX513405,6,40.2093964,79184.516751623465098,104141854.582031250000000
539,1,3,03,03Z,X51,3501,03ZX513501,6,73.0760880,71019.818052266142331,189266202.886082381010056
540,1,3,03,03Z,X51,3601,03ZX513601,6,14.0571346,55543.116593423765153,36407811.562537498772144
541,1,3,03,03Z,X51,3602,03ZX513602,6,25.6464901,38674.188696038632770,66424105.812824994325638
542,1,3,03,03Z,X51,3603,03ZX513603,6,6.2089930,19338.826955134121818,16081218.367187500000000
